Cell Line	Column	Column Type	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Signed-Local-SHAP-Mean-Bound-Only	Value - Signed-Local-SHAP-Mean-Bound-Only	PPI	Abs. SHAP Value	RBP_PAIR
K562	IGF2BP1_4-PUM2_4-interaction-shap	interaction	IGF2BP1	4	PUM2	4	23	-1.759062647819519	false	1.759062647819519	IGF2BP1-PUM2
K562	UCHL5_3-FUS_4-interaction-shap	interaction	UCHL5	3	FUS	4	13	-1.3717466592788696	false	1.3717466592788696	FUS-UCHL5
K562	KHDRBS1_2-EFTUD2_5-interaction-shap	interaction	KHDRBS1	2	EFTUD2	5	1	1.2386658191680908	false	1.2386658191680908	EFTUD2-KHDRBS1
K562	RPS3_3-PUM2_4-interaction-shap	interaction	RPS3	3	PUM2	4	73	-1.1889582872390747	false	1.1889582872390747	PUM2-RPS3
K562	HNRNPK_4-DDX3X_5-interaction-shap	interaction	HNRNPK	4	DDX3X	5	4	1.09035325050354	false	1.09035325050354	DDX3X-HNRNPK
K562	DDX3X_4-PUM2_4-interaction-shap	interaction	DDX3X	4	PUM2	4	4	-1.0655136108398438	false	1.0655136108398438	DDX3X-PUM2
K562	DDX3X_4-RBM22_4-interaction-shap	interaction	DDX3X	4	RBM22	4	75	-1.0184897184371948	false	1.0184897184371948	DDX3X-RBM22
K562	EIF4E_5-DDX3X_6-interaction-shap	interaction	EIF4E	5	DDX3X	6	29	1.0131793022155762	false	1.0131793022155762	DDX3X-EIF4E
K562	ILF3_6-PCBP1_6-interaction-shap	interaction	ILF3	6	PCBP1	6	26	1.009068489074707	false	1.009068489074707	ILF3-PCBP1
K562	ELAC2_3-FXR1_3-interaction-shap	interaction	ELAC2	3	FXR1	3	15	-0.9764702916145325	false	0.9764702916145325	ELAC2-FXR1
K562	PUM2_4-ELAVL1_6-interaction-shap	interaction	PUM2	4	ELAVL1	6	6	-0.9689986109733582	false	0.9689986109733582	ELAVL1-PUM2
K562	HNRNPK_4-LIN28B_4-interaction-shap	interaction	HNRNPK	4	LIN28B	4	5	-0.9591774344444275	false	0.9591774344444275	HNRNPK-LIN28B
K562	DDX3X_5-ELAC2_6-interaction-shap	interaction	DDX3X	5	ELAC2	6	11	0.927619218826294	false	0.927619218826294	DDX3X-ELAC2
K562	IGF2BP1_4-MBNL1_6-interaction-shap	interaction	IGF2BP1	4	MBNL1	6	11	-0.8872398138046265	false	0.8872398138046265	IGF2BP1-MBNL1
K562	KHDRBS1_2-PTBP1_3-interaction-shap	interaction	KHDRBS1	2	PTBP1	3	1	0.8045967817306519	false	0.8045967817306519	KHDRBS1-PTBP1
K562	SERBP1_2-FMR1_3-interaction-shap	interaction	SERBP1	2	FMR1	3	31	-0.8016393780708313	false	0.8016393780708313	FMR1-SERBP1
K562	BUD13_1-FAM120A_1-interaction-shap	interaction	BUD13	1	FAM120A	1	26	-0.7931249141693115	false	0.7931249141693115	BUD13-FAM120A
K562	DDX3X_3-IGF2BP2_4-interaction-shap	interaction	DDX3X	3	IGF2BP2	4	96	-0.7898148894309998	false	0.7898148894309998	DDX3X-IGF2BP2
K562	QKI_2-IGF2BP2_3-interaction-shap	interaction	QKI	2	IGF2BP2	3	7	-0.7713475823402405	false	0.7713475823402405	IGF2BP2-QKI
K562	PUM2_1-SF3B4_3-interaction-shap	interaction	PUM2	1	SF3B4	3	73	-0.7137000560760498	false	0.7137000560760498	PUM2-SF3B4
K562	ELAC2_3-IGF2BP1_3-interaction-shap	interaction	ELAC2	3	IGF2BP1	3	62	-0.6986177563667297	false	0.6986177563667297	ELAC2-IGF2BP1
K562	FMR1_3-FXR1_4-interaction-shap	interaction	FMR1	3	FXR1	4	708	-0.6646863222122192	false	0.6646863222122192	FMR1-FXR1
K562	PTBP1_1-TARDBP_1-interaction-shap	interaction	PTBP1	1	TARDBP	1	6	-0.657191812992096	true	0.657191812992096	PTBP1-TARDBP
K562	UCHL5_3-NONO_6-interaction-shap	interaction	UCHL5	3	NONO	6	22	-0.6522612571716309	false	0.6522612571716309	NONO-UCHL5
K562	TRA2A_3-FXR1_4-interaction-shap	interaction	TRA2A	3	FXR1	4	23	-0.6433799862861633	false	0.6433799862861633	FXR1-TRA2A
K562	EXOSC5_4-DDX3X_5-interaction-shap	interaction	EXOSC5	4	DDX3X	5	3	0.6316428184509277	false	0.6316428184509277	DDX3X-EXOSC5
K562	PUM2_3-RBM15_5-interaction-shap	interaction	PUM2	3	RBM15	5	7	-0.6267610788345337	false	0.6267610788345337	PUM2-RBM15
K562	FMR1_3-UCHL5_4-interaction-shap	interaction	FMR1	3	UCHL5	4	199	-0.6256247758865356	false	0.6256247758865356	FMR1-UCHL5
K562	UCHL5_3-PCBP1_4-interaction-shap	interaction	UCHL5	3	PCBP1	4	18	-0.622629702091217	false	0.622629702091217	PCBP1-UCHL5
K562	SF3B4_3-MBNL1_6-interaction-shap	interaction	SF3B4	3	MBNL1	6	84	-0.6098420023918152	false	0.6098420023918152	MBNL1-SF3B4
K562	EFTUD2_6-PCBP1_6-interaction-shap	interaction	EFTUD2	6	PCBP1	6	120	-0.6064836382865906	false	0.6064836382865906	EFTUD2-PCBP1
K562	PUM2_4-EFTUD2_5-interaction-shap	interaction	PUM2	4	EFTUD2	5	28	-0.6048811078071594	false	0.6048811078071594	EFTUD2-PUM2
K562	NONO_4-HNRNPK_5-interaction-shap	interaction	NONO	4	HNRNPK	5	8	0.595678448677063	false	0.595678448677063	HNRNPK-NONO
K562	DDX3X_6-LIN28B_6-interaction-shap	interaction	DDX3X	6	LIN28B	6	5	0.5914899706840515	false	0.5914899706840515	DDX3X-LIN28B
K562	ELAVL1_3-RBM22_4-interaction-shap	interaction	ELAVL1	3	RBM22	4	61	0.5786713361740112	false	0.5786713361740112	ELAVL1-RBM22
K562	BUD13_3-FUS_3-interaction-shap	interaction	BUD13	3	FUS	3	86	-0.5770372152328491	false	0.5770372152328491	BUD13-FUS
K562	ELAVL1_3-FMR1_5-interaction-shap	interaction	ELAVL1	3	FMR1	5	9	0.5766106247901917	false	0.5766106247901917	ELAVL1-FMR1
K562	NOLC1_3-SF3B4_3-interaction-shap	interaction	NOLC1	3	SF3B4	3	66	-0.5755466222763062	false	0.5755466222763062	NOLC1-SF3B4
K562	SF3B4_3-CPEB4_6-interaction-shap	interaction	SF3B4	3	CPEB4	6	22	-0.572352945804596	false	0.572352945804596	CPEB4-SF3B4
K562	U2AF2_3-YWHAG_3-interaction-shap	interaction	U2AF2	3	YWHAG	3	2	-0.5693759918212891	false	0.5693759918212891	U2AF2-YWHAG
K562	QKI_4-RBFOX2_4-interaction-shap	interaction	QKI	4	RBFOX2	4	1	-0.5661147236824036	true	0.5661147236824036	QKI-RBFOX2
K562	SF3B4_3-U2AF1_4-interaction-shap	interaction	SF3B4	3	U2AF1	4	101	-0.5659412741661072	false	0.5659412741661072	SF3B4-U2AF1
K562	TARDBP_2-DDX3X_5-interaction-shap	interaction	TARDBP	2	DDX3X	5	3	0.5653176307678223	false	0.5653176307678223	DDX3X-TARDBP
K562	PCBP1_2-PUM2_4-interaction-shap	interaction	PCBP1	2	PUM2	4	17	-0.5544314384460449	false	0.5544314384460449	PCBP1-PUM2
K562	EFTUD2_5-DDX6_6-interaction-shap	interaction	EFTUD2	5	DDX6	6	84	-0.5350005626678467	false	0.5350005626678467	DDX6-EFTUD2
K562	BUD13_2-TARDBP_6-interaction-shap	interaction	BUD13	2	TARDBP	6	19	-0.5341703295707703	false	0.5341703295707703	BUD13-TARDBP
K562	UCHL5_4-QKI_5-interaction-shap	interaction	UCHL5	4	QKI	5	72	-0.5336989760398865	false	0.5336989760398865	QKI-UCHL5
K562	EFTUD2_5-DDX3X_6-interaction-shap	interaction	EFTUD2	5	DDX3X	6	38	0.5301036834716797	false	0.5301036834716797	DDX3X-EFTUD2
K562	BUD13_3-EWSR1_3-interaction-shap	interaction	BUD13	3	EWSR1	3	241	-0.5300430655479431	false	0.5300430655479431	BUD13-EWSR1
K562	ILF3_1-FMR1_5-interaction-shap	interaction	ILF3	1	FMR1	5	1	-0.5287142395973206	false	0.5287142395973206	FMR1-ILF3
K562	HNRNPK_1-EFTUD2_4-interaction-shap	interaction	HNRNPK	1	EFTUD2	4	24	-0.5245774984359741	false	0.5245774984359741	EFTUD2-HNRNPK
K562	ELAVL1_3-IGF2BP1_5-interaction-shap	interaction	ELAVL1	3	IGF2BP1	5	17	-0.5242897868156433	false	0.5242897868156433	ELAVL1-IGF2BP1
K562	EIF4E_4-FXR2_4-interaction-shap	interaction	EIF4E	4	FXR2	4	12	-0.5213348865509033	false	0.5213348865509033	EIF4E-FXR2
K562	NONO_1-TAF15_2-interaction-shap	interaction	NONO	1	TAF15	2	6	0.5093432068824768	false	0.5093432068824768	NONO-TAF15
K562	TIA1_2-RBFOX2_5-interaction-shap	interaction	TIA1	2	RBFOX2	5	21	-0.5016770958900452	false	0.5016770958900452	RBFOX2-TIA1
K562	RBM22_4-NONO_5-interaction-shap	interaction	RBM22	4	NONO	5	9	-0.501237154006958	false	0.501237154006958	NONO-RBM22
K562	LIN28B_4-MTPAP_4-interaction-shap	interaction	LIN28B	4	MTPAP	4	49	-0.49883267283439636	false	0.49883267283439636	LIN28B-MTPAP
K562	UCHL5_3-SRSF1_4-interaction-shap	interaction	UCHL5	3	SRSF1	4	869	-0.48969611525535583	false	0.48969611525535583	SRSF1-UCHL5
K562	DHX30_1-IGF2BP2_2-interaction-shap	interaction	DHX30	1	IGF2BP2	2	8	-0.48067736625671387	false	0.48067736625671387	DHX30-IGF2BP2
K562	LIN28B_4-U2AF1_5-interaction-shap	interaction	LIN28B	4	U2AF1	5	154	-0.4683728814125061	false	0.4683728814125061	LIN28B-U2AF1
K562	ELAVL1_3-DDX42_4-interaction-shap	interaction	ELAVL1	3	DDX42	4	9	0.4658762812614441	false	0.4658762812614441	DDX42-ELAVL1
K562	UCHL5_3-ZC3H11A_3-interaction-shap	interaction	UCHL5	3	ZC3H11A	3	32	-0.46551749110221863	false	0.46551749110221863	UCHL5-ZC3H11A
K562	BUD13_3-SF3B4_3-interaction-shap	interaction	BUD13	3	SF3B4	3	4552	-0.4596882164478302	false	0.4596882164478302	BUD13-SF3B4
K562	UCHL5_2-APOBEC3C_3-interaction-shap	interaction	UCHL5	2	APOBEC3C	3	183	-0.458444207906723	false	0.458444207906723	APOBEC3C-UCHL5
K562	DDX3X_1-ILF3_3-interaction-shap	interaction	DDX3X	1	ILF3	3	16	-0.45595574378967285	false	0.45595574378967285	DDX3X-ILF3
K562	PCBP1_3-ZC3H11A_6-interaction-shap	interaction	PCBP1	3	ZC3H11A	6	9	-0.45459210872650146	false	0.45459210872650146	PCBP1-ZC3H11A
K562	BUD13_4-DDX3X_5-interaction-shap	interaction	BUD13	4	DDX3X	5	113	0.4406421482563019	false	0.4406421482563019	BUD13-DDX3X
K562	FUS_2-IGF2BP2_4-interaction-shap	interaction	FUS	2	IGF2BP2	4	54	-0.4377163052558899	false	0.4377163052558899	FUS-IGF2BP2
K562	NONO_3-EWSR1_5-interaction-shap	interaction	NONO	3	EWSR1	5	187	0.4366975426673889	true	0.4366975426673889	EWSR1-NONO
K562	LIN28B_4-QKI_5-interaction-shap	interaction	LIN28B	4	QKI	5	49	-0.428813099861145	false	0.428813099861145	LIN28B-QKI
K562	IGF2BP1_1-SRSF1_1-interaction-shap	interaction	IGF2BP1	1	SRSF1	1	29	-0.42313119769096375	false	0.42313119769096375	IGF2BP1-SRSF1
K562	KHDRBS1_3-U2AF2_3-interaction-shap	interaction	KHDRBS1	3	U2AF2	3	2	-0.42173802852630615	false	0.42173802852630615	KHDRBS1-U2AF2
K562	UCHL5_5-DDX3X_6-interaction-shap	interaction	UCHL5	5	DDX3X	6	12	0.4173377752304077	false	0.4173377752304077	DDX3X-UCHL5
K562	LIN28B_4-UCHL5_4-interaction-shap	interaction	LIN28B	4	UCHL5	4	556	-0.4163527488708496	false	0.4163527488708496	LIN28B-UCHL5
K562	FAM120A_5-UCHL5_5-interaction-shap	interaction	FAM120A	5	UCHL5	5	5	-0.4156091809272766	false	0.4156091809272766	FAM120A-UCHL5
K562	DDX3X_2-EWSR1_4-interaction-shap	interaction	DDX3X	2	EWSR1	4	251	0.4130578935146332	false	0.4130578935146332	DDX3X-EWSR1
K562	IGF2BP2_1-FAM120A_6-interaction-shap	interaction	IGF2BP2	1	FAM120A	6	14	-0.4108559489250183	false	0.4108559489250183	FAM120A-IGF2BP2
K562	DDX6_1-DDX3X_5-interaction-shap	interaction	DDX6	1	DDX3X	5	16	0.40889453887939453	false	0.40889453887939453	DDX3X-DDX6
K562	CSTF2T_2-FXR1_4-interaction-shap	interaction	CSTF2T	2	FXR1	4	41	-0.4071262776851654	false	0.4071262776851654	CSTF2T-FXR1
K562	EFTUD2_1-FMR1_3-interaction-shap	interaction	EFTUD2	1	FMR1	3	146	-0.4063575267791748	false	0.4063575267791748	EFTUD2-FMR1
K562	U2AF2_1-XRN2_1-interaction-shap	interaction	U2AF2	1	XRN2	1	15	-0.4048798382282257	false	0.4048798382282257	U2AF2-XRN2
K562	IGF2BP1_3-IGF2BP2_3-interaction-shap	interaction	IGF2BP1	3	IGF2BP2	3	458	-0.40287160873413086	false	0.40287160873413086	IGF2BP1-IGF2BP2
K562	DDX42_3-UCHL5_3-interaction-shap	interaction	DDX42	3	UCHL5	3	17	-0.40133482217788696	false	0.40133482217788696	DDX42-UCHL5
K562	EXOSC5_4-UCHL5_6-interaction-shap	interaction	EXOSC5	4	UCHL5	6	24	0.3913719654083252	false	0.3913719654083252	EXOSC5-UCHL5
K562	LIN28B_1-NONO_1-interaction-shap	interaction	LIN28B	1	NONO	1	14	-0.387511670589447	false	0.387511670589447	LIN28B-NONO
K562	FXR2_4-SRSF9_4-interaction-shap	interaction	FXR2	4	SRSF9	4	14	0.3855798840522766	false	0.3855798840522766	FXR2-SRSF9
K562	SF3B4_1-HNRNPK_4-interaction-shap	interaction	SF3B4	1	HNRNPK	4	135	0.38338738679885864	false	0.38338738679885864	HNRNPK-SF3B4
K562	RBM15_3-SAFB2_3-interaction-shap	interaction	RBM15	3	SAFB2	3	10	0.38324862718582153	false	0.38324862718582153	RBM15-SAFB2
K562	GTF2F1_2-TAF15_2-interaction-shap	interaction	GTF2F1	2	TAF15	2	4	0.38057902455329895	false	0.38057902455329895	GTF2F1-TAF15
K562	RBM15_1-RPS6_2-interaction-shap	interaction	RBM15	1	RPS6	2	28	-0.3792744576931	false	0.3792744576931	RBM15-RPS6
K562	RBM15_1-EFTUD2_5-interaction-shap	interaction	RBM15	1	EFTUD2	5	176	-0.37888026237487793	false	0.37888026237487793	EFTUD2-RBM15
K562	YWHAG_2-FMR1_3-interaction-shap	interaction	YWHAG	2	FMR1	3	10	-0.36945056915283203	false	0.36945056915283203	FMR1-YWHAG
K562	SF3B4_3-DDX42_4-interaction-shap	interaction	SF3B4	3	DDX42	4	27	-0.36899489164352417	false	0.36899489164352417	DDX42-SF3B4
K562	NPM1_1-TARDBP_1-interaction-shap	interaction	NPM1	1	TARDBP	1	17	-0.368450790643692	false	0.368450790643692	NPM1-TARDBP
K562	BUD13_4-UCHL5_4-interaction-shap	interaction	BUD13	4	UCHL5	4	966	-0.3652926981449127	false	0.3652926981449127	BUD13-UCHL5
K562	SRSF1_2-TRA2A_2-interaction-shap	interaction	SRSF1	2	TRA2A	2	396	0.3635827302932739	false	0.3635827302932739	SRSF1-TRA2A
K562	SMNDC1_2-DDX6_5-interaction-shap	interaction	SMNDC1	2	DDX6	5	8	-0.3508250117301941	false	0.3508250117301941	DDX6-SMNDC1
K562	LIN28B_3-GTF2F1_6-interaction-shap	interaction	LIN28B	3	GTF2F1	6	15	-0.34897667169570923	false	0.34897667169570923	GTF2F1-LIN28B
K562	FXR1_3-TARDBP_3-interaction-shap	interaction	FXR1	3	TARDBP	3	12	-0.3464459180831909	false	0.3464459180831909	FXR1-TARDBP
K562	IGF2BP1_1-RBFOX2_4-interaction-shap	interaction	IGF2BP1	1	RBFOX2	4	11	-0.3463478684425354	false	0.3463478684425354	IGF2BP1-RBFOX2
K562	SAFB2_5-ZC3H11A_6-interaction-shap	interaction	SAFB2	5	ZC3H11A	6	23	0.34217390418052673	false	0.34217390418052673	SAFB2-ZC3H11A
K562	ELAVL1_1-SF3B4_5-interaction-shap	interaction	ELAVL1	1	SF3B4	5	100	-0.342043399810791	false	0.342043399810791	ELAVL1-SF3B4
K562	IGF2BP2_2-FXR1_4-interaction-shap	interaction	IGF2BP2	2	FXR1	4	46	-0.33765408396720886	false	0.33765408396720886	FXR1-IGF2BP2
K562	ELAVL1_6-LIN28B_6-interaction-shap	interaction	ELAVL1	6	LIN28B	6	76	-0.3325797915458679	false	0.3325797915458679	ELAVL1-LIN28B
K562	RBM15_1-TIA1_2-interaction-shap	interaction	RBM15	1	TIA1	2	191	-0.3283354341983795	false	0.3283354341983795	RBM15-TIA1
K562	RPS3_4-SRSF1_4-interaction-shap	interaction	RPS3	4	SRSF1	4	121	-0.3269788324832916	false	0.3269788324832916	RPS3-SRSF1
K562	SRSF9_1-LIN28B_6-interaction-shap	interaction	SRSF9	1	LIN28B	6	35	-0.32664942741394043	false	0.32664942741394043	LIN28B-SRSF9
K562	LIN28B_3-BUD13_6-interaction-shap	interaction	LIN28B	3	BUD13	6	126	-0.32450127601623535	false	0.32450127601623535	BUD13-LIN28B
K562	LIN28B_4-PTBP1_4-interaction-shap	interaction	LIN28B	4	PTBP1	4	28	0.32246723771095276	false	0.32246723771095276	LIN28B-PTBP1
K562	RBM15_1-IGF2BP2_3-interaction-shap	interaction	RBM15	1	IGF2BP2	3	47	-0.3211708068847656	false	0.3211708068847656	IGF2BP2-RBM15
K562	SF3B4_3-TARDBP_6-interaction-shap	interaction	SF3B4	3	TARDBP	6	71	-0.3181876540184021	false	0.3181876540184021	SF3B4-TARDBP
K562	RBM15_1-IGF2BP1_4-interaction-shap	interaction	RBM15	1	IGF2BP1	4	56	-0.31239452958106995	false	0.31239452958106995	IGF2BP1-RBM15
K562	BUD13_2-RPS3_3-interaction-shap	interaction	BUD13	2	RPS3	3	289	-0.31190454959869385	false	0.31190454959869385	BUD13-RPS3
K562	EFTUD2_2-IGF2BP2_4-interaction-shap	interaction	EFTUD2	2	IGF2BP2	4	314	-0.3116080164909363	false	0.3116080164909363	EFTUD2-IGF2BP2
K562	LIN28B_3-RPS3_3-interaction-shap	interaction	LIN28B	3	RPS3	3	462	-0.3085085153579712	false	0.3085085153579712	LIN28B-RPS3
K562	RBM22_2-IGF2BP1_6-interaction-shap	interaction	RBM22	2	IGF2BP1	6	189	-0.3079400658607483	false	0.3079400658607483	IGF2BP1-RBM22
K562	IGF2BP2_3-CSTF2T_5-interaction-shap	interaction	IGF2BP2	3	CSTF2T	5	51	-0.3054966330528259	false	0.3054966330528259	CSTF2T-IGF2BP2
K562	IGF2BP2_2-UCHL5_3-interaction-shap	interaction	IGF2BP2	2	UCHL5	3	108	-0.3038714528083801	false	0.3038714528083801	IGF2BP2-UCHL5
K562	XRN2_1-TAF15_2-interaction-shap	interaction	XRN2	1	TAF15	2	2	0.3031807541847229	false	0.3031807541847229	TAF15-XRN2
K562	PTBP1_3-PCBP1_5-interaction-shap	interaction	PTBP1	3	PCBP1	5	32	0.3007945716381073	true	0.3007945716381073	PCBP1-PTBP1
K562	DDX3X_3-FXR1_4-interaction-shap	interaction	DDX3X	3	FXR1	4	59	-0.3006245791912079	false	0.3006245791912079	DDX3X-FXR1
K562	BUD13_4-ZC3H11A_6-interaction-shap	interaction	BUD13	4	ZC3H11A	6	74	-0.3003888428211212	false	0.3003888428211212	BUD13-ZC3H11A
K562	SRSF1_2-EFTUD2_6-interaction-shap	interaction	SRSF1	2	EFTUD2	6	307	-0.29875072836875916	false	0.29875072836875916	EFTUD2-SRSF1
K562	EFTUD2_1-NONO_3-interaction-shap	interaction	EFTUD2	1	NONO	3	9	-0.2984831631183624	false	0.2984831631183624	EFTUD2-NONO
K562	SMNDC1_4-UCHL5_4-interaction-shap	interaction	SMNDC1	4	UCHL5	4	68	-0.295101523399353	false	0.295101523399353	SMNDC1-UCHL5
K562	XRN2_1-BUD13_4-interaction-shap	interaction	XRN2	1	BUD13	4	88	-0.29458683729171753	false	0.29458683729171753	BUD13-XRN2
K562	RPS3_4-XRCC6_5-interaction-shap	interaction	RPS3	4	XRCC6	5	21	-0.29286131262779236	false	0.29286131262779236	RPS3-XRCC6
K562	SF3B4_1-ZC3H11A_6-interaction-shap	interaction	SF3B4	1	ZC3H11A	6	301	-0.2906149923801422	false	0.2906149923801422	SF3B4-ZC3H11A
K562	TARDBP_1-IGF2BP1_5-interaction-shap	interaction	TARDBP	1	IGF2BP1	5	17	-0.2885955572128296	false	0.2885955572128296	IGF2BP1-TARDBP
K562	FMR1_5-RBM15_6-interaction-shap	interaction	FMR1	5	RBM15	6	111	-0.288399338722229	false	0.288399338722229	FMR1-RBM15
K562	QKI_1-FMR1_2-interaction-shap	interaction	QKI	1	FMR1	2	10	0.28689640760421753	false	0.28689640760421753	FMR1-QKI
K562	PTBP1_3-HNRNPK_5-interaction-shap	interaction	PTBP1	3	HNRNPK	5	3	0.28544360399246216	false	0.28544360399246216	HNRNPK-PTBP1
K562	SRSF1_3-LIN28B_4-interaction-shap	interaction	SRSF1	3	LIN28B	4	230	-0.2849862575531006	false	0.2849862575531006	LIN28B-SRSF1
K562	UCHL5_3-PTBP1_6-interaction-shap	interaction	UCHL5	3	PTBP1	6	32	-0.28487610816955566	false	0.28487610816955566	PTBP1-UCHL5
K562	U2AF2_1-RBM22_2-interaction-shap	interaction	U2AF2	1	RBM22	2	304	-0.2838316857814789	false	0.2838316857814789	RBM22-U2AF2
K562	LIN28B_3-FAM120A_6-interaction-shap	interaction	LIN28B	3	FAM120A	6	22	-0.282326877117157	false	0.282326877117157	FAM120A-LIN28B
K562	PUM2_1-TIA1_6-interaction-shap	interaction	PUM2	1	TIA1	6	11	-0.2779141664505005	false	0.2779141664505005	PUM2-TIA1
K562	UCHL5_3-XRN2_5-interaction-shap	interaction	UCHL5	3	XRN2	5	119	-0.27621257305145264	false	0.27621257305145264	UCHL5-XRN2
K562	SF3B4_3-TIA1_3-interaction-shap	interaction	SF3B4	3	TIA1	3	306	-0.27439576387405396	false	0.27439576387405396	SF3B4-TIA1
K562	PPIL4_3-FXR1_4-interaction-shap	interaction	PPIL4	3	FXR1	4	9	-0.27406933903694153	false	0.27406933903694153	FXR1-PPIL4
K562	EIF3G_1-APEX1_2-interaction-shap	interaction	EIF3G	1	APEX1	2	3	0.2731388211250305	false	0.2731388211250305	APEX1-EIF3G
K562	ELAC2_2-LIN28B_4-interaction-shap	interaction	ELAC2	2	LIN28B	4	55	-0.27295345067977905	false	0.27295345067977905	ELAC2-LIN28B
K562	IGF2BP1_1-BUD13_4-interaction-shap	interaction	IGF2BP1	1	BUD13	4	64	-0.2717152237892151	false	0.2717152237892151	BUD13-IGF2BP1
K562	RBM22_4-UCHL5_6-interaction-shap	interaction	RBM22	4	UCHL5	6	495	-0.2685086131095886	false	0.2685086131095886	RBM22-UCHL5
K562	FUS_4-DDX1_5-interaction-shap	interaction	FUS	4	DDX1	5	5	-0.2673734128475189	false	0.2673734128475189	DDX1-FUS
K562	AKAP1_6-PCBP1_6-interaction-shap	interaction	AKAP1	6	PCBP1	6	28	0.26625698804855347	false	0.26625698804855347	AKAP1-PCBP1
K562	DHX30_3-SF3B4_3-interaction-shap	interaction	DHX30	3	SF3B4	3	69	-0.26490333676338196	false	0.26490333676338196	DHX30-SF3B4
K562	ZC3H11A_5-EFTUD2_6-interaction-shap	interaction	ZC3H11A	5	EFTUD2	6	9	-0.2641729414463043	false	0.2641729414463043	EFTUD2-ZC3H11A
K562	IGF2BP2_2-RBFOX2_4-interaction-shap	interaction	IGF2BP2	2	RBFOX2	4	17	-0.2612811028957367	true	0.2612811028957367	IGF2BP2-RBFOX2
K562	SRSF9_1-SF3B4_3-interaction-shap	interaction	SRSF9	1	SF3B4	3	114	-0.2604083716869354	false	0.2604083716869354	SF3B4-SRSF9
K562	DDX3X_3-ZRANB2_3-interaction-shap	interaction	DDX3X	3	ZRANB2	3	38	-0.2595129609107971	false	0.2595129609107971	DDX3X-ZRANB2
K562	PTBP1_3-SMNDC1_3-interaction-shap	interaction	PTBP1	3	SMNDC1	3	397	0.25733691453933716	false	0.25733691453933716	PTBP1-SMNDC1
K562	U2AF2_1-DDX3X_5-interaction-shap	interaction	U2AF2	1	DDX3X	5	3	0.2550983428955078	false	0.2550983428955078	DDX3X-U2AF2
K562	DDX3X_1-ZC3H11A_6-interaction-shap	interaction	DDX3X	1	ZC3H11A	6	53	-0.2544858157634735	false	0.2544858157634735	DDX3X-ZC3H11A
K562	NONO_1-PUM2_3-interaction-shap	interaction	NONO	1	PUM2	3	4	0.25157082080841064	false	0.25157082080841064	NONO-PUM2
K562	RBM15_4-BUD13_5-interaction-shap	interaction	RBM15	4	BUD13	5	370	-0.24924449622631073	false	0.24924449622631073	BUD13-RBM15
K562	RBM22_2-SF3B4_3-interaction-shap	interaction	RBM22	2	SF3B4	3	1478	0.24899891018867493	false	0.24899891018867493	RBM22-SF3B4
K562	EFTUD2_3-FXR1_3-interaction-shap	interaction	EFTUD2	3	FXR1	3	113	-0.24824832379817963	false	0.24824832379817963	EFTUD2-FXR1
K562	DDX3X_3-SRSF1_5-interaction-shap	interaction	DDX3X	3	SRSF1	5	215	-0.24709701538085938	false	0.24709701538085938	DDX3X-SRSF1
K562	FXR2_2-IGF2BP1_6-interaction-shap	interaction	FXR2	2	IGF2BP1	6	53	-0.24634437263011932	false	0.24634437263011932	FXR2-IGF2BP1
K562	TIA1_2-ELAVL1_5-interaction-shap	interaction	TIA1	2	ELAVL1	5	30	-0.2451496720314026	false	0.2451496720314026	ELAVL1-TIA1
K562	CSTF2T_3-ILF3_3-interaction-shap	interaction	CSTF2T	3	ILF3	3	39	0.2450753152370453	false	0.2450753152370453	CSTF2T-ILF3
K562	BUD13_4-EFTUD2_4-interaction-shap	interaction	BUD13	4	EFTUD2	4	2096	-0.243356391787529	false	0.243356391787529	BUD13-EFTUD2
K562	EFTUD2_4-UCHL5_4-interaction-shap	interaction	EFTUD2	4	UCHL5	4	1090	-0.24237723648548126	false	0.24237723648548126	EFTUD2-UCHL5
K562	SF3B4_3-XRN2_4-interaction-shap	interaction	SF3B4	3	XRN2	4	257	-0.2403687685728073	false	0.2403687685728073	SF3B4-XRN2
K562	SAFB2_3-TRA2A_3-interaction-shap	interaction	SAFB2	3	TRA2A	3	17	0.24022750556468964	false	0.24022750556468964	SAFB2-TRA2A
K562	FXR1_1-UCHL5_6-interaction-shap	interaction	FXR1	1	UCHL5	6	260	-0.23578138649463654	false	0.23578138649463654	FXR1-UCHL5
K562	NOLC1_2-ZC3H11A_6-interaction-shap	interaction	NOLC1	2	ZC3H11A	6	10	-0.23568086326122284	false	0.23568086326122284	NOLC1-ZC3H11A
K562	SAFB2_3-FMR1_4-interaction-shap	interaction	SAFB2	3	FMR1	4	10	0.23563510179519653	false	0.23563510179519653	FMR1-SAFB2
K562	TARDBP_1-EFTUD2_3-interaction-shap	interaction	TARDBP	1	EFTUD2	3	8	-0.2328151911497116	false	0.2328151911497116	EFTUD2-TARDBP
K562	FUS_1-DDX3X_6-interaction-shap	interaction	FUS	1	DDX3X	6	2	0.23184062540531158	false	0.23184062540531158	DDX3X-FUS
K562	TIA1_2-KHDRBS1_3-interaction-shap	interaction	TIA1	2	KHDRBS1	3	1	-0.23127612471580505	false	0.23127612471580505	KHDRBS1-TIA1
